Entry Order,Block,Patch,Corner,Dist,Species,2015 Survival Status,Position,Alive?,Repro Status,Recruit Count,Subset?,Quandrant?,Notes,Location_Info_Incorrect (1 = incorrect)
1497,57,C,II,b,AB,1,2,1,0,10,,,,
1498,57,C,II,b,NG,1,4,1,1,0,,,,
1499,57,C,II,b,GD,1,5,1,,,,,,
1500,57,C,II,b,AV,1,6,1,1,12,,,,
1501,57,C,II,b,CB,1,7,1,1,10,,,,
1502,57,C,II,b,LE,1,8,0,,11,,,,
1503,57,C,II,c,NG,1,2,1,1,0,,,,
1504,57,C,II,c,SS,1,3,1,1,8,,,,
1505,57,C,II,c,AV,0,4,0,,0,,,,
1506,57,C,II,c,AB,1,5,1,0,1,,,,
1507,57,C,II,c,CB,0,6,0,,0,,,,
447,8,E,IV,d,SS,0,5,0,,,,,recruit count?,
1509,57,C,II,c,GD,0,8,,,,,,,
1510,57,C,II,d,AB,1,1,1,0,0,,,,
1511,57,C,II,d,CB,1,2,1,1,16,,,,
1512,57,C,II,d,LE,0,3,0,,0,,,,
1513,57,C,II,d,SS,0,4,0,,0,,,,
1514,57,C,II,d,GD,0,5,0,,,,,,
1515,57,C,II,d,NG,1,6,1,1,0,,,,
915,52,B,I,c,CB,1,1,1,1,,,,recruit count?,
1517,57,C,III,a,AB,1,2,1,0,0,,,,
1518,57,C,III,a,LE,1,4,0,,13,,,,
1519,57,C,III,a,AV,1,5,1,0,12,,,,
1520,57,C,III,a,NG,1,6,1,1,1,,,,
1521,57,C,III,a,GD,0,7,0,,0,,,,
1522,57,C,III,a,SS,1,8,1,1,2,,,,
1523,57,C,III,a,CB,1,9,1,0,0,,,,
1524,57,C,III,b,CB,1,2,1,1,12,,,,
1525,57,C,III,b,GD,0,3,0,,,,,,
1526,57,C,III,b,SS,1,4,1,1,0,,,,
1527,57,C,III,b,NG,1,5,1,1,9,,,,
1528,57,C,III,b,AB,1,6,1,0,1,,,,
1529,57,C,III,b,AV,1,8,1,0,6,,,,
1530,57,C,III,b,LE,1,9,1,0,36,,,,
1531,57,C,III,c,GD,1,2,1,,,,,,
1532,57,C,III,c,SS,1,3,0,1,0,,,,
1533,57,C,III,c,AB,1,4,1,0,0,,,,
1534,57,C,III,c,AV,1,5,1,0,4,,,,
1535,57,C,III,c,CB,1,6,1,0,0,,,,
1536,57,C,III,c,LE,0,7,0,,0,,,,
1537,57,C,III,c,NG,1,9,1,0,0,,,,
1538,57,C,III,d,NG,1,1,1,0,0,,,,
1539,57,C,III,d,AV,1,2,1,1,0,,,,
1540,57,C,III,d,GD,0,3,0,,,,,,
1541,57,C,III,d,LE,0,4,0,,2,,,,
1542,57,C,III,d,SS,0,5,0,,0,,,,
1543,57,C,III,d,AB,1,6,1,0,0,,,,
1544,57,C,III,d,CB,1,8,1,1,0,,,,
1545,57,C,IV,a,SS,1,1,1,1,0,,,,
1546,57,C,IV,a,GD,0,2,0,,,,,,
1547,57,C,IV,a,AV,0,4,0,,0,,,,
1548,57,C,IV,a,LE,1,5,0,,1,,,,
1549,57,C,IV,a,NG,1,6,1,,0,,,,
1550,57,C,IV,a,CB,1,7,1,0,0,,,,
1551,57,C,IV,a,AB,1,8,1,0,0,,,,
1552,57,C,IV,b,NG,1,1,1,0,0,,,,
1553,57,C,IV,b,LE,0,3,0,,1,,,,
1554,57,C,IV,b,GD,0,4,0,,,,,,
1555,57,C,IV,b,AB,1,5,1,0,0,,,,
916,52,B,I,c,SS,1,2,0,,,,,recruit count?,
1557,57,C,IV,b,CB,1,7,1,,4,,,,
1558,57,C,IV,b,SS,0,8,0,,0,,,,
1559,57,C,IV,c,NG,1,1,1,0,0,,,,
1560,57,C,IV,c,CB,1,2,0,,0,,,,
917,52,B,I,c,NG,1,3,1,1,,,,recruit count?,
1562,57,C,IV,c,AB,1,4,1,0,0,,,,
1563,57,C,IV,c,SS,1,6,1,1,0,,,,
1564,57,C,IV,c,AV,1,7,1,0,0,,,,
1565,57,C,IV,c,GD,0,8,0,,0,,,,
920,52,B,I,c,LE,1,7,1,0,,,,recruit count?,
981,52,B,III,d,LE,0,5,0,,,,,recruit count?,
983,52,B,III,d,SS,0,7,0,,,,,recruit count?,
1014,52,C,I,a,NG,0,3,0,,,,,recruit count?,
1016,52,C,I,a,LE,0,5,0,,,,,recruit count?,
1021,52,C,I,b,LE,0,2,0,,,,,recruit count?,
1023,52,C,I,b,SS,0,4,0,,,,,recruit count?,
1573,57,D,I,a,LE,1,1,0,,1,,,,
1574,57,D,I,a,CB,1,3,0,,1,,,,
1575,57,D,I,a,AB,1,4,1,0,0,,,,
1576,57,D,I,a,AV,1,5,1,0,1,,,,
1577,57,D,I,a,NG,1,6,1,0,0,,,,
1578,57,D,I,a,GD,0,7,0,,0,,,,
1579,57,D,I,a,SS,0,8,0,,0,,,,
1580,57,D,I,b,NG,1,1,1,0,0,,,,
1581,57,D,I,b,LE,1,2,0,,0,,,,
1582,57,D,I,b,GD,0,4,0,,0,,,,
1583,57,D,I,b,AB,0,5,0,,0,,,,
1584,57,D,I,b,AV,1,6,1,1,0,,,,
1585,57,D,I,b,CB,1,7,0,,0,,,,
1586,57,D,I,b,SS,0,8,1,1,0,,,,
1587,57,D,I,c,NG,1,2,1,0,0,,,,
1588,57,D,I,c,SS,1,3,1,1,0,,,,
1589,57,D,I,c,AB,1,4,1,0,0,,,,
1590,57,D,I,c,GD,0,6,0,,0,,,,
1591,57,D,I,c,AV,1,7,1,1,0,,,,
1592,57,D,I,c,CB,0,8,0,,0,,,,
1593,57,D,I,c,LE,0,9,0,,0,,,,
1594,57,D,I,d,SS,1,1,1,1,1,,,,
1595,57,D,I,d,GD,0,2,0,,0,,,,
1596,57,D,I,d,LE,0,3,0,,0,,,,
1597,57,D,I,d,NG,1,4,1,0,0,,,,
1598,57,D,I,d,AB,1,5,1,0,0,,,,
1599,57,D,I,d,AV,1,6,1,1,0,,,,
1600,57,D,I,d,CB,0,7,0,,0,,,,
1601,57,D,II,a,CB,1,2,1,1,2,,,,
1602,57,D,II,a,AB,1,3,1,0,0,,,,
1603,57,D,II,a,LE,0,4,0,,10,,,,
1604,57,D,II,a,SS,1,5,1,1,0,,,,
1605,57,D,II,a,NG,1,6,1,0,0,,,,
1606,57,D,II,a,GD,1,7,1,,1,,,,
1607,57,D,II,a,AV,1,8,1,0,3,,,,
1608,57,D,II,b,SS,1,1,1,0,0,,,,
1609,57,D,II,b,AB,1,2,1,0,8,,,,
1610,57,D,II,b,CB,0,3,0,,0,,,,
1611,57,D,II,b,GD,0,5,0,,0,,,,
1612,57,D,II,b,NG,1,6,1,0,0,,,,
1613,57,D,II,b,AV,1,7,1,0,0,,,,
1614,57,D,II,b,LE,0,8,0,,30,,,,
1615,57,D,II,c,AV,1,1,1,1,0,,,,
1616,57,D,II,c,CB,0,2,0,,0,,,,
1617,57,D,II,c,AB,1,3,1,0,0,,,,
1618,57,D,II,c,LE,0,4,0,,5,,,,
1619,57,D,II,c,SS,1,6,1,1,0,,,,
1620,57,D,II,c,NG,1,7,1,0,0,,,,
1621,57,D,II,c,GD,1,8,1,0,0,,,,
1622,57,D,II,d,LE,0,2,0,,0,,,,
1623,57,D,II,d,GD,1,3,0,,0,,,,
1624,57,D,II,d,SS,1,4,1,1,4,,,,
1625,57,D,II,d,AV,1,6,1,1,13,,,,
1626,57,D,II,d,NG,1,7,1,0,0,,,,
1627,57,D,II,d,CB,0,8,0,,0,,,,
1628,57,D,II,d,AB,1,9,1,0,0,,,,
1629,57,D,III,a,LE,0,3,0,,0,,,,
1630,57,D,III,a,NG,1,4,1,0,0,,,,
1631,57,D,III,a,AB,1,5,1,0,1,,,,
1632,57,D,III,a,SS,0,6,0,,10,,,,
1633,57,D,III,a,AV,1,7,1,0,1,,,,
1634,57,D,III,a,CB,1,8,0,,0,,,,
1635,57,D,III,a,GD,1,9,1,0,0,,,,
1636,57,D,III,b,SS,1,2,1,1,2,,,,
1637,57,D,III,b,GD,.,3,1,0,0,,,,
1638,57,D,III,b,NG,.,4,0,1,0,,,,
1639,57,D,III,b,LE,0,5,0,,0,,,,
1640,57,D,III,b,CB,0,7,0,,0,,,,
1641,57,D,III,b,AV,1,8,1,1,0,,,,
1642,57,D,III,b,AB,1,9,1,0,1,,,,
1643,57,D,III,c,CB,0,2,0,,0,,,,
1644,57,D,III,c,AV,.,3,1,1,1,,,,
1645,57,D,III,c,AB,1,4,1,1,0,,,,
1646,57,D,III,c,SS,0,6,0,,0,,,,
1647,57,D,III,c,GD,0,7,0,,0,,,,
1648,57,D,III,c,LE,0,8,0,,0,,,,
1649,57,D,III,c,NG,1,9,1,0,0,,,,
1650,57,D,III,d,SS,0,1,0,,0,,,,
1651,57,D,III,d,CB,1,2,0,,0,,,,
1652,57,D,III,d,GD,0,3,0,,0,,,,
1653,57,D,III,d,LE,1,4,0,,0,,,,
1654,57,D,III,d,AV,0,5,0,,0,,,,
1655,57,D,III,d,NG,1,6,0,,0,,,,
1656,57,D,III,d,AB,0,7,0,,0,,,,
1657,57,D,IV,a,AB,1,3,0,,0,,,,
1658,57,D,IV,a,AV,1,4,1,0,0,,,,
1659,57,D,IV,a,SS,1,5,1,0,0,,,,
1660,57,D,IV,a,GD,0,6,0,,0,,,,
1661,57,D,IV,a,NG,1,7,1,0,0,,,,
1662,57,D,IV,a,CB,0,8,0,,0,,,,
1663,57,D,IV,a,LE,0,9,0,,0,,,,
1664,57,D,IV,b,AB,1,2,1,0,0,,,,
1665,57,D,IV,b,CB,1,3,1,0,13,,,,
1666,57,D,IV,b,AV,1,4,1,1,15,,,,
1667,57,D,IV,b,NG,1,5,1,0,0,,,,
1668,57,D,IV,b,LE,0,6,0,,0,,,,
1669,57,D,IV,b,GD,1,8,1,0,0,,,,
1670,57,D,IV,b,SS,1,9,1,0,2,,,,
1671,57,D,IV,c,CB,1,2,1,0,6,,,,
1672,57,D,IV,c,AV,1,3,1,0,6,,,,
1673,57,D,IV,c,NG,1,4,1,0,2,,,,
1674,57,D,IV,c,GD,0,6,0,,,,,,
1675,57,D,IV,c,LE,0,7,0,,1,,,,
1676,57,D,IV,c,AB,1,8,1,0,1,,,,
1677,57,D,IV,c,SS,0,9,0,,0,,,,
1678,57,D,IV,d,CB,0,2,0,,0,,,,
1679,57,D,IV,d,AB,1,3,1,0,0,,,,
1680,57,D,IV,d,GD,0,4,0,,,,,,
1681,57,D,IV,d,SS,0,5,0,,0,,,,
1682,57,D,IV,d,AV,1,6,1,1,0,,,,
1683,57,D,IV,d,NG,1,7,1,0,0,,,,
1684,57,D,IV,d,LE,0,8,0,,0,,,,
1685,57,E,I,a,AV,1,2,1,1,0,,,,
1686,57,E,I,a,LE,1,3,1,0,4,,,,
1687,57,E,I,a,GD,1,5,0,,,,,,
1688,57,E,I,a,CB,1,6,1,1,1,,,,
1689,57,E,I,a,SS,0,7,0,,0,,,,
1690,57,E,I,a,NG,1,8,1,1,1,,,,
1691,57,E,I,a,AB,1,9,1,0,22,,,,
1081,52,C,III,b,NG,0,8,0,,,,,recruit count?,
1693,57,E,I,b,NG,1,2,1,1,13,,,,
1694,57,E,I,b,CB,1,3,1,1,17,,,,
1695,57,E,I,b,SS,0,4,0,,0,,,,
1696,57,E,I,b,AV,1,5,1,1,0,,,,
1697,57,E,I,b,AB,1,7,1,0,0,,,,
1698,57,E,I,b,GD,1,8,0,,,,,,
1699,57,E,I,c,SS,0,1,1,1,0,,,,
1700,57,E,I,c,AV,1,2,1,1,0,,,,
1701,57,E,I,c,AB,1,3,1,0,0,,,,
1702,57,E,I,c,GD,0,5,1,,,,,,
1086,52,C,III,c,LE,0,4,0,,,,,recruit count?,
1704,57,E,I,c,CB,0,7,0,,0,,,,
1705,57,E,I,c,LE,0,8,0,,0,,,,
1706,57,E,I,d,AV,1,1,1,1,2,,,,
1707,57,E,I,d,AB,1,3,1,0,3,,,,
1708,57,E,I,d,SS,1,4,1,1,21,,,,
1087,52,C,III,c,NG,0,5,0,,,,,recruit count?,
1710,57,E,I,d,GD,0,6,0,,,,,,
1711,57,E,I,d,NG,1,7,1,1,0,,,,
1091,52,C,III,d,LE,0,2,0,,,,,recruit count?,
1713,57,E,II,a,AB,1,1,1,0,0,,,,
1714,57,E,II,a,AV,1,2,1,1,0,,,,
1715,57,E,II,a,NG,1,3,1,1,0,,,,
1716,57,E,II,a,CB,0,4,0,,0,,,,
1717,57,E,II,a,SS,1,5,0,,0,,,,
1718,57,E,II,a,GD,0,7,0,,0,,,,
1719,57,E,II,a,LE,0,8,0,,0,,,,
1720,57,E,II,b,AV,1,1,1,0,7,,,,
1721,57,E,II,b,NG,0,2,0,,0,,,,
1111,52,C,IV,c,SS,0,1,0,,,,,recruit count?,
1723,57,E,II,b,AB,1,4,1,0,0,,,,
1724,57,E,II,b,SS,1,5,1,1,4,,,,
1725,57,E,II,b,LE,0,7,0,,0,,,,
1726,57,E,II,b,GD,0,8,0,,,,,,
1727,57,E,II,c,AB,1,2,1,0,2,,,,
1728,57,E,II,c,GD,0,3,0,,,,,,
1729,57,E,II,c,CB,1,4,1,1,0,,,,
1730,57,E,II,c,AV,1,5,1,1,2,,,,
1731,57,E,II,c,LE,0,6,0,,0,,,,
1732,57,E,II,c,SS,0,8,0,,0,,,,
1733,57,E,II,c,NG,1,9,1,1,0,,,,
1734,57,E,II,d,LE,1,1,1,0,0,,,,
1735,57,E,II,d,SS,1,2,1,1,1,,,,
1736,57,E,II,d,CB,1,3,1,0,0,,,,
1737,57,E,II,d,GD,0,4,0,,,,,,
1738,57,E,II,d,AB,1,6,1,0,1,,,,
1739,57,E,II,d,NG,1,7,1,0,0,,,,
1740,57,E,II,d,AV,1,8,1,0,0,,,,
1741,57,E,III,a,LE,0,1,0,,0,,,,
1742,57,E,III,a,AV,0,2,0,,0,,,,
1743,57,E,III,a,GD,0,3,0,,0,,,,
1744,57,E,III,a,SS,1,4,1,1,0,,,,
1745,57,E,III,a,AB,0,5,0,,0,,,,
1746,57,E,III,a,NG,0,7,0,,0,,,,
1747,57,E,III,a,CB,0,8,0,,8,,,,
1748,57,E,III,b,SS,1,1,1,1,8,,,,
1749,57,E,III,b,NG,1,2,1,1,0,,,,
1750,57,E,III,b,CB,1,3,1,1,4,,,,
1751,57,E,III,b,LE,0,5,0,,0,,,,
1752,57,E,III,b,GD,1,6,1,,,,,,
1753,57,E,III,b,AB,1,7,1,0,8,,,,
1754,57,E,III,b,AV,1,8,1,1,0,,,,
1755,57,E,III,c,AB,1,2,1,0,1,,,,
1756,57,E,III,c,LE,0,3,0,,0,,,,
1757,57,E,III,c,GD,0,4,0,,0,,,,
1758,57,E,III,c,NG,1,5,1,0,0,,,,
1759,57,E,III,c,AV,1,6,1,1,0,,,,
1760,57,E,III,c,CB,1,7,1,1,2,,,,
1761,57,E,III,c,SS,0,9,0,,0,,,,
1762,57,E,III,d,GD,1,2,0,,0,,,,
1763,57,E,III,d,LE,0,3,0,,0,,,,
1764,57,E,III,d,NG,1,5,1,0,0,,,,
1765,57,E,III,d,AV,1,6,1,1,6,,,,
1766,57,E,III,d,AB,1,7,1,0,0,,,,
1767,57,E,III,d,CB,1,8,1,1,6,,,,
1768,57,E,III,d,SS,1,9,1,1,6,,,,
1769,57,E,IV,a,AV,1,2,1,0,0,,,,
1770,57,E,IV,a,CB,1,3,0,,0,,,,
1771,57,E,IV,a,LE,1,4,1,0,2,,,,
1772,57,E,IV,a,SS,1,5,1,1,0,,,,
1773,57,E,IV,a,GD,1,6,1,,,,,,
1774,57,E,IV,a,NG,1,7,1,0,0,,,,
1775,57,E,IV,a,AB,1,8,1,0,0,,,,
1776,57,E,IV,b,AB,1,2,1,0,1,,,,
1777,57,E,IV,b,LE,1,3,1,0,1,,,,
1778,57,E,IV,b,NG,1,4,1,0,0,,,,
1779,57,E,IV,b,SS,1,5,1,0,9,,,,
1780,57,E,IV,b,AV,1,7,1,1,0,,,,
1118,52,C,IV,d,LE,0,1,0,,,,,recruit count?,
1782,57,E,IV,b,GD,1,9,1,,,,,,
1783,57,E,IV,c,CB,1,2,1,1,5,,,,
1784,57,E,IV,c,GD,0,3,0,,0,,,,
1785,57,E,IV,c,LE,1,4,0,,2,,,,
1786,57,E,IV,c,AB,1,5,1,0,0,,,,
1787,57,E,IV,c,SS,1,6,1,1,7,,,,
1788,57,E,IV,c,AV,1,7,1,1,7,,,,
1789,57,E,IV,c,NG,1,8,1,1,0,,,,
1790,57,E,IV,d,GD,0,2,0,,0,,,,
1791,57,E,IV,d,SS,1,3,1,1,6,,,,
1792,57,E,IV,d,NG,1,4,1,1,0,,,,
1793,57,E,IV,d,CB,1,6,1,0,0,,,,
1794,57,E,IV,d,LE,0,7,0,,0,,,,
1795,57,E,IV,d,AV,1,8,1,1,0,,,,
1796,57,E,IV,d,AB,1,9,1,0,0,,,,
1797,53N,B,I,a,SS,1,2,1,1,0,,,,
1798,53N,B,I,a,AB,1,3,1,0,0,,,,
1799,53N,B,I,a,LE,0,4,0,,0,,,,
1800,53N,B,I,a,GD,1,5,1,,,,,,
1801,53N,B,I,a,AV,1,6,1,0,0,,,,
1802,53N,B,I,a,CB,1,7,1,1,0,,,,
1171,52,D,II,c,SS,1,6,1,1,,,,recruit count?,
1804,53N,B,I,b,CB,1,1,0,,0,,,,
1805,53N,B,I,b,NG,1,2,0,,0,,,,
1806,53N,B,I,b,LE,0,3,0,,0,,,,
1807,53N,B,I,b,AV,1,4,1,1,3,,,,
1808,53N,B,I,b,GD,0,5,0,,,,,,
1809,53N,B,I,b,SS,1,6,1,1,0,,,,
1810,53N,B,I,b,AB,1,8,1,0,1,,,,
1811,53N,B,I,c,NG,0,1,0,,0,,,,
1812,53N,B,I,c,AB,1,2,1,0,0,,,,
1813,53N,B,I,c,AV,1,3,1,1,3,,,,
1814,53N,B,I,c,CB,0,5,0,,0,,,,
1815,53N,B,I,c,GD,0,6,0,,,,,,
1816,53N,B,I,c,LE,0,7,0,,0,,,,
1817,53N,B,I,c,SS,1,8,1,1,0,,,,
1818,53N,B,I,d,NG,0,2,0,,0,,,,
1819,53N,B,I,d,SS,1,3,1,0,0,,,,
1820,53N,B,I,d,LE,0,4,0,,0,,,,
1821,53N,B,I,d,GD,0,6,0,,,,,,
1822,53N,B,I,d,AV,0,7,0,,0,,,,
1823,53N,B,I,d,AB,0,8,0,,0,,,,
1824,53N,B,I,d,CB,1,9,0,,0,,,,
1825,53N,B,II,a,AV,1,2,1,0,0,,,,
1826,53N,B,II,a,CB,1,4,1,1,10,1,2,,
1827,53N,B,II,a,NG,1,5,0,,0,,,,
1828,53N,B,II,a,AB,1,6,1,0,0,,,,
1829,53N,B,II,a,GD,1,7,1,,,,,,
1830,53N,B,II,a,LE,0,8,0,,3,,,,
1831,53N,B,II,a,SS,1,9,1,1,0,,,,
1832,53N,B,II,b,GD,0,2,0,,,,,,
1833,53N,B,II,b,LE,1,3,0,,5,,,,
1834,53N,B,II,b,SS,1,4,1,1,0,,,,
1835,53N,B,II,b,AV,0,5,0,,0,,,,
1836,53N,B,II,b,NG,0,6,0,,0,,,,
1181,52,D,III,a,CB,1,1,1,0,,,,recruit count?,
1838,53N,B,II,b,AB,1,8,1,0,0,,,,
1839,53N,B,II,c,LE,0,1,0,,0,,,,
1840,53N,B,II,c,AB,1,2,1,0,24,,,,
1841,53N,B,II,c,SS,1,4,1,1,0,,,,
1842,53N,B,II,c,NG,1,5,1,1,0,,,,
1843,53N,B,II,c,CB,0,6,0,,1,,,,
1844,53N,B,II,c,GD,1,7,1,,,,,,
1845,53N,B,II,c,AV,1,8,1,1,1,,,,
1182,52,D,III,a,AB,1,2,1,0,,,,recruit count?,
1847,53N,B,II,d,AV,1,3,1,1,4,,,,
1848,53N,B,II,d,SS,0,4,0,,0,,,,
1849,53N,B,II,d,AB,0,5,0,,0,,,,
1850,53N,B,II,d,LE,0,6,0,,0,,,,
1851,53N,B,II,d,GD,0,8,0,,,,,,
1852,53N,B,II,d,NG,0,9,0,,0,,,,
1853,53N,B,III,a,LE,1,3,1,0,0,,,,
1854,53N,B,III,a,AB,1,4,1,0,26,,,,
1183,52,D,III,a,LE,1,4,1,1,,,,recruit count?,
1856,53N,B,III,a,NG,1,6,1,1,0,,,,
1857,53N,B,III,a,AV,1,7,1,1,1,,,,
1858,53N,B,III,a,CB,1,8,1,1,0,,,,
1859,53N,B,III,a,GD,1,9,1,,,,,,
1860,53N,B,III,b,LE,0,1,0,,0,,,,
1861,53N,B,III,b,SS,0,2,0,,0,,,,
1862,53N,B,III,b,AV,1,3,1,1,0,,,,
1863,53N,B,III,b,AB,1,5,1,0,11,,,,
1864,53N,B,III,b,NG,1,6,1,1,0,,,,
1865,53N,B,III,b,CB,1,7,1,1,0,,,,
1866,53N,B,III,b,GD,1,8,1,,,,,,
1867,53N,B,III,c,SS,1,1,1,1,0,,,,
1868,53N,B,III,c,GD,0,2,0,,,,,,
1869,53N,B,III,c,AV,0,3,0,,0,,,,
1870,53N,B,III,c,CB,0,5,0,,0,,,,
1871,53N,B,III,c,NG,1,6,1,1,1,,,,
1872,53N,B,III,c,LE,1,7,1,0,0,,,,
1873,53N,B,III,c,AB,0,8,0,,0,,,,
1874,53N,B,III,d,LE,1,2,0,,1,,,,
1875,53N,B,III,d,SS,1,3,1,1,3,,,,
1876,53N,B,III,d,GD,0,4,0,,,,,,
1877,53N,B,III,d,NG,1,5,1,1,1,,,,
1878,53N,B,III,d,AV,1,6,1,1,0,,,,
1879,53N,B,III,d,CB,1,7,1,1,0,,,,
1880,53N,B,III,d,AB,0,8,0,,0,,,,
1881,53N,B,IV,a,GD,1,1,1,,,,,,
1882,53N,B,IV,a,AB,0,2,0,,0,,,,
1883,53N,B,IV,a,LE,1,3,1,1,5,,,,
1884,53N,B,IV,a,CB,1,4,1,1,0,,,,
1885,53N,B,IV,a,AV,1,6,1,1,0,,,,
1886,53N,B,IV,a,SS,1,7,1,1,0,,,,
1887,53N,B,IV,a,NG,1,8,1,1,1,,,,
1888,53N,B,IV,b,NG,1,1,1,1,0,,,,
1889,53N,B,IV,b,GD,1,2,1,0,0,,,,
1185,52,D,III,a,SS,1,6,1,0,,,,recruit count?,
1891,53N,B,IV,b,SS,1,4,1,1,0,,,,
1892,53N,B,IV,b,AB,1,5,1,1,5,,,,
1893,53N,B,IV,b,LE,1,6,1,0,5,,,,
1894,53N,B,IV,b,CB,1,7,1,0,3,,,,
1895,53N,B,IV,c,NG,1,2,0,,1,,,,
1896,53N,B,IV,c,CB,1,3,1,1,2,,,,
1897,53N,B,IV,c,AB,1,5,0,,0,,,,
1898,53N,B,IV,c,GD,0,6,0,,,,,,
1899,53N,B,IV,c,SS,1,7,1,1,0,,,,
1900,53N,B,IV,c,LE,0,8,0,,0,,,,
1901,53N,B,IV,c,AV,0,9,0,,0,,,,
1902,53N,B,IV,d,AV,1,2,1,1,0,,,,
1903,53N,B,IV,d,CB,0,3,0,,0,,,,
1904,53N,B,IV,d,AB,1,4,1,0,1,,,,
1905,53N,B,IV,d,SS,1,6,1,1,0,,,,
1906,53N,B,IV,d,LE,0,7,0,,0,,,,
1907,53N,B,IV,d,NG,1,8,1,1,23,,,,
1908,53N,B,IV,d,GD,0,9,0,,0,,,,
1909,53N,C,I,a,CB,1,3,1,1,2,,,,
1910,53N,C,I,a,AV,1,4,1,0,0,,,,
1911,53N,C,I,a,AB,1,5,1,0,3,,,,
1912,53N,C,I,a,GD,1,6,1,,,,,,
1913,53N,C,I,a,NG,1,7,1,1,0,,,,
1914,53N,C,I,a,SS,1,8,1,1,21,,,,
1915,53N,C,I,a,LE,0,9,0,,0,,,,
1916,53N,C,I,b,SS,0,1,0,,0,,,,
1917,53N,C,I,b,CB,0,2,0,,0,,,,
1918,53N,C,I,b,LE,1,3,0,,0,,,,
1919,53N,C,I,b,AV,1,5,1,0,0,,,,
1920,53N,C,I,b,NG,1,6,1,0,0,,,,
1921,53N,C,I,b,AB,0,7,0,,0,,,,
1922,53N,C,I,b,GD,0,8,0,,,,,,
1923,53N,C,I,c,LE,0,2,0,,0,,,,
1924,53N,C,I,c,GD,1,3,1,,,,,,
1925,53N,C,I,c,CB,1,5,0,,1,,,,
1926,53N,C,I,c,SS,1,6,0,,0,,,,
1927,53N,C,I,c,NG,1,7,1,1,24,,,,
1928,53N,C,I,c,AV,0,8,0,,0,,,,
1929,53N,C,I,c,AB,1,9,1,0,0,,,,
1186,52,D,III,a,AV,1,7,1,0,,,,recruit count?,
1931,53N,C,I,d,GD,0,4,0,,0,,,,
1932,53N,C,I,d,NG,1,5,1,1,0,,,,
1933,53N,C,I,d,LE,0,6,0,,0,,,,
1934,53N,C,I,d,AV,1,7,1,1,0,,,,
1935,53N,C,I,d,SS,1,8,1,1,5,,,,
1936,53N,C,I,d,AB,1,9,1,0,1,,,,
1937,53N,C,II,a,AB,1,2,1,0,2,,,,
1938,53N,C,II,a,NG,1,3,1,1,8,,,,
1939,53N,C,II,a,SS,0,4,0,,0,,,,
1940,53N,C,II,a,LE,1,5,1,1,11,,,,
1941,53N,C,II,a,CB,1,6,1,1,1,,,,
1942,53N,C,II,a,GD,1,7,1,,,,,,
1943,53N,C,II,a,AV,1,8,1,0,0,,,,
1944,53N,C,II,b,SS,1,1,1,1,0,,,,
1945,53N,C,II,b,GD,1,2,1,,,,,,
1946,53N,C,II,b,AV,1,3,1,1,3,,,,
1947,53N,C,II,b,NG,1,4,1,1,0,,,,
1948,53N,C,II,b,AB,1,5,1,0,9,,,,
1949,53N,C,II,b,LE,0,6,0,,0,,,,
1950,53N,C,II,b,CB,1,7,1,1,10,,,,
1951,53N,C,II,c,SS,0,2,0,,0,,,,
1952,53N,C,II,c,NG,1,3,1,1,0,,,,
1953,53N,C,II,c,LE,0,4,0,,9,,,,
1954,53N,C,II,c,GD,1,5,1,,,,,,
1955,53N,C,II,c,AB,1,6,1,0,0,,,,
1956,53N,C,II,c,AV,1,8,1,1,0,,,,
1957,53N,C,II,c,CB,1,9,1,0,0,,,,
1958,53N,C,II,d,AV,1,2,1,1,3,,,,
1959,53N,C,II,d,LE,1,3,1,1,0,,,,
1960,53N,C,II,d,GD,1,4,1,,,,,,
1961,53N,C,II,d,AB,0,5,0,,0,,,,
1962,53N,C,II,d,SS,0,6,0,,0,,,,
1963,53N,C,II,d,NG,1,7,1,0,0,,,,
1964,53N,C,II,d,CB,1,8,1,1,25,,,,
1965,53N,C,III,a,CB,1,1,1,1,0,,,,
1966,53N,C,III,a,NG,1,2,1,1,0,,,,
1967,53N,C,III,a,SS,1,3,1,1,0,,,,
1968,53N,C,III,a,GD,1,4,1,,,,,,
1969,53N,C,III,a,AB,1,6,1,0,0,,,,
1970,53N,C,III,a,LE,1,7,1,0,1,,,,
1971,53N,C,III,a,AV,1,8,1,1,0,,,,
1972,53N,C,III,b,NG,1,3,1,1,0,,,,
1973,53N,C,III,b,SS,0,4,1,0,0,,,,
1974,53N,C,III,b,AV,1,5,1,1,0,,,,
1975,53N,C,III,b,AB,1,6,1,0,11,,,,
1976,53N,C,III,b,GD,1,7,1,,,,,,
1977,53N,C,III,b,CB,1,8,1,1,1,,,,
1978,53N,C,III,b,LE,0,9,0,,0,,,,
1979,53N,C,III,c,LE,0,2,0,,0,,,,
1980,53N,C,III,c,SS,0,3,0,,0,,,,
1981,53N,C,III,c,NG,1,4,1,1,24,,,,
1982,53N,C,III,c,GD,1,5,1,,,,,,
1983,53N,C,III,c,AB,1,6,1,0,3,,,,
1984,53N,C,III,c,AV,1,7,1,1,5,,,,
1985,53N,C,III,c,CB,1,8,1,1,12,,,,
1986,53N,C,III,d,AB,1,1,1,0,4,,,,
1987,53N,C,III,d,AV,0,2,0,,0,,,,
1988,53N,C,III,d,LE,0,3,0,,0,,,,
